0.05	1.56359e-68	5.0035e-65	16
0.1	8.66329e-34	6.93063e-31	16
0.15	3.3027e-22	1.17429e-19	16
0.2	2.03921e-16	4.07842e-14	16
0.25	6.0788e-13	7.78086e-11	16
0.3	1.25909e-10	1.11919e-08	16
0.35	5.68212e-09	3.71077e-07	16
0.4	9.89354e-08	4.94677e-06	16
0.45	9.12957e-07	3.60674e-05	16
0.5	5.40168e-06	0.000172854	16
0.55	2.31329e-05	0.000611777	16
0.6	7.77399e-05	0.00172754	15.9999
0.65	0.000216804	0.00410506	15.9996
0.7	0.000522215	0.00852543	15.9991
0.75	0.00111869	0.0159081	15.9981
0.8	0.00217864	0.0272259	15.9964
0.85	0.0039225	0.0434124	15.9935
0.9	0.00661465	0.0652788	15.989
0.95	0.0105556	0.0934511	15.9824
1	0.0160717	0.128329	15.9732
1.05	0.0235031	0.170071	15.9608
1.1	0.0331918	0.21859	15.9447
1.15	0.04547	0.273579	15.9242
1.2	0.0606491	0.334528	15.8989
1.25	0.079011	0.400765	15.8683
1.3	0.1008	0.471487	15.832
1.35	0.12622	0.545802	15.7897
1.4	0.155425	0.622758	15.7411
1.45	0.188523	0.701385	15.686
1.5	0.225575	0.780718	15.6243
1.55	0.266591	0.859824	15.556
1.6	0.311539	0.937828	15.4812
1.65	0.360342	1.01392	15.4001
1.7	0.412887	1.08739	15.3127
1.75	0.469027	1.15759	15.2194
1.8	0.528583	1.224	15.1204
1.85	0.591356	1.28618	15.0161
1.9	0.657124	1.34378	14.9069
1.95	0.725654	1.39657	14.7932
2	0.796699	1.44438	14.6754
2.05	0.870008	1.48713	14.5539
2.1	0.945327	1.52481	14.4291
2.15	1.02241	1.55747	14.3014
2.2	1.10099	1.58521	14.1714
2.25	1.18085	1.60819	14.0393
2.3	1.26174	1.62659	13.9057
2.35	1.34343	1.64063	13.7708
2.4	1.42573	1.65055	13.635
2.45	1.50842	1.6566	13.4986
2.5	1.59133	1.65903	13.362
2.55	1.67427	1.65813	13.2255
2.6	1.75709	1.65416	13.0892
2.65	1.83964	1.64737	12.9536
2.7	1.92179	1.63804	12.8187
2.75	2.00341	1.62641	12.6848
2.8	2.08439	1.61272	12.5521
2.85	2.16465	1.59719	12.4207
2.9	2.24409	1.58005	12.2908
2.95	2.32263	1.56149	12.1625
3	2.40021	1.54171	12.0359
3.05	2.47678	1.52087	11.911
3.1	2.55229	1.49915	11.7881
3.15	2.62669	1.47669	11.6671
3.2	2.69995	1.45362	11.548
3.25	2.77204	1.43008	11.431
3.3	2.84295	1.40618	11.3161
3.35	2.91265	1.38201	11.2032
3.4	2.98115	1.35767	11.0925
3.45	3.04842	1.33324	10.9838
3.5	3.11447	1.3088	10.8773
3.55	3.1793	1.28441	10.7729
3.6	3.24291	1.26013	10.6705
3.65	3.30531	1.23601	10.5703
3.7	3.36652	1.2121	10.472
3.75	3.42653	1.18843	10.3759
3.8	3.48536	1.16504	10.2817
3.85	3.54304	1.14195	10.1896
3.9	3.59956	1.1192	10.0993
3.95	3.65496	1.0968	10.0111
4	3.70925	1.07477	9.92465
