0.05	6.51498e-68	2.08479e-64	625
0.1	3.6097e-33	2.88776e-30	625
0.15	1.37612e-21	4.89289e-19	625
0.2	8.49671e-16	1.69934e-13	625
0.25	2.53283e-12	3.24203e-10	625
0.3	5.24621e-10	4.66331e-08	625
0.35	2.36763e-08	1.54623e-06	625
0.4	4.12287e-07	2.06157e-05	625
0.45	3.80556e-06	0.000150374	625
0.5	2.25297e-05	0.000721314	625
0.55	9.65884e-05	0.00255707	624.999
0.6	0.000325161	0.00723964	624.996
0.65	0.00090917	0.0172703	624.989
0.7	0.00219778	0.0360614	624.974
0.75	0.00473034	0.0677703	624.943
0.8	0.00926733	0.117037	624.888
0.85	0.0168073	0.188697	624.797
0.9	0.0285901	0.287531	624.653
0.95	0.0460892	0.418077	624.44
1	0.0709963	0.58452	624.134
1.05	0.105203	0.790655	623.712
1.1	0.150781	1.03991	623.147
1.15	0.209965	1.33541	622.408
1.2	0.285142	1.68011	621.463
1.25	0.378844	2.07689	620.275
1.3	0.493748	2.52873	618.806
1.35	0.632688	3.03886	617.012
1.4	0.798666	3.61089	614.847
1.45	0.994877	4.2489	612.258
1.5	1.22473	4.95748	609.189
1.55	1.49188	5.74155	605.577
1.6	1.80023	6.60615	601.351
1.65	2.15392	7.55584	596.435
1.7	2.55729	8.59391	590.749
1.75	3.0148	9.72129	584.207
1.8	3.53086	10.9352	576.722
1.85	4.10964	12.2279	568.21
1.9	4.75473	13.5848	558.597
1.95	5.46883	14.9844	547.824
2	6.25338	16.3969	535.853
2.05	7.10813	17.7857	522.677
2.1	8.03087	19.1091	508.328
2.15	9.01721	20.3227	492.874
2.2	10.0606	21.3834	476.426
2.25	11.1524	22.2533	459.133
2.3	12.2822	22.9034	441.177
2.35	13.4387	23.3158	422.761
2.4	14.6098	23.4854	404.101
2.45	15.7833	23.4194	385.412
2.5	16.9481	23.1358	366.897
2.55	18.0937	22.6609	348.741
2.6	19.2115	22.026	331.101
2.65	20.2942	21.2649	314.104
2.7	21.3364	20.4109	297.848
2.75	22.3343	19.4951	282.4
2.8	23.2854	18.545	267.799
2.85	24.1886	17.5839	254.064
2.9	25.0439	16.6305	241.191
2.95	25.852	15.6993	229.164
3	26.6144	14.801	217.954
3.05	27.3328	13.943	207.525
3.1	28.0094	13.1298	197.836
3.15	28.6466	12.364	188.84
3.2	29.2466	11.6463	180.494
3.25	29.812	10.9762	172.75
3.3	30.345	10.3523	165.565
3.35	30.848	9.77262	158.895
3.4	31.323	9.23481	152.701
3.45	31.7721	8.73629	146.944
3.5	32.1972	8.27438	141.589
3.55	32.6001	7.84644	136.603
3.6	32.9824	7.44987	131.955
3.65	33.3456	7.0822	127.619
3.7	33.6911	6.74109	123.568
3.75	34.0201	6.42436	119.779
3.8	34.3339	6.12997	116.231
3.85	34.6334	5.85606	112.905
3.9	34.9198	5.6009	109.783
3.95	35.1938	5.36292	106.849
4	35.4563	5.14069	104.089
