0.05	2.34539e-68	7.50525e-65	81
0.1	1.29949e-33	1.03959e-30	81
0.15	4.95405e-22	1.76144e-19	81
0.2	3.05882e-16	6.11763e-14	81
0.25	9.1182e-13	1.16713e-10	81
0.3	1.88864e-10	1.6788e-08	81
0.35	8.52355e-09	5.56652e-07	81
0.4	1.4843e-07	7.42217e-06	81
0.45	1.37019e-06	5.4146e-05	81
0.5	8.11342e-06	0.000259804	81
0.55	3.4796e-05	0.000921504	80.9999
0.6	0.000117207	0.00261125	80.9995
0.65	0.000327998	0.00623715	80.9987
0.7	0.000793816	0.0130464	80.9968
0.75	0.00171117	0.0245741	80.9931
0.8	0.00335878	0.0425587	80.9865
0.85	0.00610544	0.0688483	80.9754
0.9	0.0104133	0.105316	80.9579
0.95	0.0168372	0.15379	80.9317
1	0.0260214	0.216008	80.8941
1.05	0.0386938	0.293573	80.8419
1.1	0.0556586	0.387927	80.7717
1.15	0.0777874	0.500323	80.6797
1.2	0.106009	0.631784	80.5617
1.25	0.141296	0.783066	80.4133
1.3	0.184653	0.95461	80.23
1.35	0.237096	1.14649	80.0071
1.4	0.299635	1.35835	79.7399
1.45	0.373251	1.58936	79.4237
1.5	0.458869	1.83821	79.0543
1.55	0.557338	2.10302	78.6274
1.6	0.669397	2.38139	78.1396
1.65	0.795654	2.67041	77.5878
1.7	0.93656	2.96672	76.9698
1.75	1.09239	3.2666	76.2841
1.8	1.26321	3.56602	75.5302
1.85	1.44891	3.86084	74.7084
1.9	1.64915	4.14691	73.8203
1.95	1.86339	4.4202	72.868
2	2.09089	4.67696	71.8551
2.05	2.33075	4.91386	70.7856
2.1	2.5819	5.12801	69.6643
2.15	2.84314	5.31716	68.4969
2.2	3.11317	5.47962	67.2893
2.25	3.39064	5.61438	66.0478
2.3	3.67414	5.72102	64.7789
2.35	3.96227	5.79971	63.4892
2.4	4.25366	5.85116	62.185
2.45	4.54695	5.87651	60.8727
2.5	4.8409	5.87729	59.558
2.55	5.1343	5.8553	58.2466
2.6	5.42608	5.81254	56.9435
2.65	5.71525	5.75116	55.6532
2.7	6.00092	5.67334	54.3799
2.75	6.28234	5.58126	53.1271
2.8	6.55885	5.47704	51.8979
2.85	6.82988	5.36272	50.6947
2.9	7.09498	5.2402	49.5198
2.95	7.35379	5.11126	48.3748
3	7.60603	4.97748	47.261
3.05	7.85148	4.84032	46.1792
3.1	8.09003	4.70106	45.1301
3.15	8.32157	4.56083	44.1139
3.2	8.54611	4.4206	43.1308
3.25	8.76365	4.28121	42.1805
3.3	8.97426	4.14336	41.2628
3.35	9.17802	4.00763	40.3772
3.4	9.37506	3.87451	39.523
3.45	9.56552	3.74438	38.6996
3.5	9.74955	3.61754	37.9062
3.55	9.92733	3.49423	37.142
3.6	10.099	3.3746	36.406
3.65	10.2649	3.25877	35.6974
3.7	10.425	3.1468	35.0151
3.75	10.5796	3.03872	34.3584
3.8	10.7289	2.93453	33.7263
3.85	10.8731	2.83418	33.1177
3.9	11.0124	2.73762	32.5318
3.95	11.1469	2.64479	31.9677
4	11.2769	2.55559	31.4245
